cell,Donor,Region,MajorType
HBA_200622_H1930001_A46_1_P7-3-G18-J18,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P7-3-G18-L17,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P7-3-G18-L5,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P7-3-G18-L6,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P7-3-G18-M17,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P7-3-G18-M18,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P7-3-G18-M6,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P7-3-G18-P18,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P5-3-L20-A5,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P5-3-L20-B17,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P5-3-L20-B18,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P5-3-L20-C5,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P5-3-L20-D18,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P5-3-L20-E17,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P5-3-L20-F5,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P5-3-L20-G18,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P5-3-L20-G6,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P5-3-L20-H5,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P5-3-L20-H6,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P5-3-L20-I5,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P5-3-L20-I6,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P5-3-L20-L5,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P5-3-L20-L6,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P5-3-L20-M6,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P5-3-L20-N17,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P5-3-L20-P18,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P5-3-L20-P6,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P8-5-M24-A10,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P8-5-M24-B22,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P8-5-M24-B9,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P8-5-M24-C22,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P8-5-M24-D21,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P8-5-M24-D22,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P8-5-M24-E21,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P8-5-M24-F10,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P8-5-M24-F21,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P8-5-M24-G21,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P8-5-M24-H21,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P8-5-M24-H22,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P8-5-M24-I10,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P8-5-M24-J10,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P8-5-M24-J21,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P8-5-M24-J9,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P8-5-M24-K22,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P8-5-M24-L22,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P8-5-M24-L9,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P8-5-M24-M9,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P8-5-M24-N21,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P8-5-M24-N22,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P8-5-M24-O10,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P8-5-M24-O21,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P8-5-M24-O22,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P8-5-M24-P10,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P8-4-L15-A19,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P8-4-L15-A20,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P8-4-L15-B7,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P8-4-L15-B8,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P8-4-L15-C20,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P8-4-L15-D19,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P8-4-L15-E20,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P8-4-L15-H8,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P8-4-L15-I19,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P8-4-L15-I7,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P8-4-L15-J7,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P8-4-L15-K19,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P8-4-L15-K8,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P8-4-L15-M19,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P8-4-L15-M20,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P8-4-L15-N7,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P8-4-L15-N8,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P8-4-L15-O19,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P8-4-L15-P7,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P4-4-H7-A7,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P4-4-H7-A8,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P4-4-H7-B7,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P4-4-H7-C20,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P4-4-H7-C7,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P4-4-H7-D8,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P4-4-H7-E7,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P4-4-H7-G20,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P4-4-H7-I19,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P4-4-H7-J19,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P4-4-H7-J7,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P4-4-H7-L20,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P4-4-H7-M19,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P4-4-H7-N19,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P5-5-G11-A21,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P5-5-G11-B10,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P5-5-G11-B22,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P5-5-G11-C9,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P5-5-G11-D21,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P5-5-G11-F21,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P5-5-G11-H9,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P5-5-G11-K9,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P5-5-G11-L10,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P5-5-G11-L22,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P5-5-G11-M22,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P5-5-G11-N10,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P5-5-G11-O21,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P5-5-G11-P22,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P5-5-G11-P9,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P7-6-O1-B23,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P7-6-O1-B24,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P7-6-O1-C12,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P7-6-O1-D23,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P7-6-O1-E23,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P7-6-O1-E24,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P7-6-O1-F11,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P7-6-O1-F24,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P7-6-O1-G12,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P7-6-O1-G23,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P7-6-O1-G24,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P7-6-O1-I23,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P7-6-O1-I24,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P7-6-O1-K11,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P7-6-O1-K24,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P7-6-O1-L11,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P7-6-O1-L12,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P7-6-O1-M23,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P7-6-O1-O23,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P7-6-O1-P11,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P7-6-O1-P24,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P7-5-E7-A22,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P7-5-E7-B10,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P7-5-E7-B21,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P7-5-E7-D10,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P7-5-E7-D21,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P7-5-E7-D9,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P7-5-E7-F21,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P7-5-E7-H22,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P7-5-E7-I10,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P7-5-E7-I21,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P7-5-E7-I22,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P7-5-E7-I9,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P7-5-E7-L21,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P7-5-E7-L22,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P7-5-E7-M21,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P7-5-E7-M22,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P7-5-E7-N10,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P7-5-E7-O9,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P3-6-L23-A11,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P3-6-L23-B23,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P3-6-L23-C12,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P3-6-L23-C24,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P3-6-L23-D12,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P3-6-L23-D23,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P3-6-L23-E11,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P3-6-L23-E24,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P3-6-L23-G11,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P3-6-L23-G24,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P3-6-L23-H12,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P3-6-L23-J23,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P3-6-L23-K24,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P3-6-L23-M12,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P3-6-L23-N24,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P3-6-L23-O23,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P3-6-L23-P11,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P3-6-L23-P12,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P3-1-O10-A13,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P3-1-O10-A14,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P3-1-O10-A2,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P3-1-O10-B13,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P3-1-O10-B14,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P3-1-O10-C14,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P3-1-O10-D13,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P3-1-O10-E13,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P3-1-O10-H1,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P3-1-O10-I13,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P3-1-O10-K2,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P3-1-O10-L14,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P3-1-O10-N13,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P3-1-O10-O1,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P3-1-O10-O14,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P3-1-O10-P1,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P3-1-O10-P14,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P2-5-N9-B9,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P2-5-N9-D9,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P2-5-N9-F21,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P2-5-N9-F9,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P2-5-N9-G10,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P2-5-N9-G22,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P2-5-N9-G9,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P2-5-N9-H21,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P2-5-N9-H9,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P2-5-N9-I10,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P2-5-N9-I21,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P2-5-N9-L10,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P2-5-N9-L9,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P2-5-N9-M10,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P2-5-N9-N9,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P2-5-N9-O21,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P2-5-N9-O22,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P2-5-N9-P10,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P2-5-N9-P21,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P8-1-P22-A14,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P8-1-P22-C2,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P8-1-P22-D1,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P8-1-P22-E2,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P8-1-P22-F2,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P8-1-P22-H1,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P8-1-P22-K2,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P8-1-P22-M1,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P8-1-P22-M14,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P8-1-P22-N14,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P8-1-P22-O14,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P8-1-P22-O2,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P8-1-P22-P1,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P8-1-P22-P2,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P6-4-D20-D19,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P6-4-D20-H20,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P6-4-D20-H7,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P6-4-D20-I19,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P6-4-D20-K7,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P6-4-D20-L19,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P6-4-D20-M7,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P8-2-M10-A4,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P8-2-M10-B15,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P8-2-M10-D4,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P8-2-M10-E15,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P8-2-M10-F3,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P8-2-M10-F4,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P8-2-M10-H16,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P8-2-M10-K4,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P8-2-M10-M15,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P8-2-M10-N16,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P8-2-M10-N3,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P8-2-M10-N4,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P8-2-M10-O3,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P3-5-E15-A22,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P3-5-E15-B21,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P3-5-E15-B22,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P3-5-E15-C21,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P3-5-E15-D22,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P3-5-E15-E22,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P3-5-E15-E9,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P3-5-E15-F21,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P3-5-E15-F9,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P3-5-E15-G10,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P3-5-E15-G9,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P3-5-E15-H21,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P3-5-E15-I10,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P3-5-E15-I22,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P3-5-E15-I9,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P3-5-E15-L9,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P3-5-E15-M10,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P3-5-E15-O9,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P3-5-E15-P21,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P3-4-H24-B19,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P3-4-H24-E19,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P3-4-H24-E8,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P3-4-H24-F20,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P3-4-H24-G20,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P3-4-H24-H19,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P3-4-H24-H20,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P3-4-H24-K20,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P3-4-H24-K7,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P3-4-H24-L7,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P3-4-H24-M20,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P3-4-H24-N20,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P3-4-H24-N8,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P3-4-H24-P19,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P2-4-M16-A20,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P2-4-M16-A7,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P2-4-M16-B19,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P2-4-M16-B8,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P2-4-M16-C19,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P2-4-M16-D7,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P2-4-M16-D8,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P2-4-M16-E7,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P2-4-M16-F19,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P2-4-M16-G7,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P2-4-M16-G8,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P2-4-M16-H19,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P2-4-M16-H20,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P2-4-M16-I19,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P2-4-M16-I20,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P2-4-M16-I8,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P2-4-M16-K7,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P2-4-M16-K8,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P2-4-M16-L8,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P2-4-M16-N8,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P2-4-M16-O7,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P2-4-M16-O8,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P4-6-H20-D11,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P4-6-H20-D24,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P4-6-H20-E12,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P4-6-H20-F24,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P4-6-H20-G12,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P4-6-H20-G24,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P4-6-H20-H12,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P4-6-H20-I24,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P4-6-H20-L12,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P4-6-H20-P12,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P2-6-N18-A12,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P2-6-N18-C11,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P2-6-N18-C24,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P2-6-N18-D23,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P2-6-N18-D24,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P2-6-N18-E11,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P2-6-N18-E12,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P2-6-N18-F11,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P2-6-N18-F12,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P2-6-N18-H24,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P2-6-N18-I11,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P2-6-N18-J11,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P2-6-N18-K12,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P2-6-N18-L11,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P2-6-N18-L24,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P2-6-N18-N11,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P2-6-N18-N12,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P2-6-N18-N23,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P2-6-N18-N24,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P2-6-N18-O11,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P2-6-N18-P23,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P6-6-G19-A12,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P6-6-G19-B24,h1930001,A46,L2/3 IT
HBA_200622_H1930001_A46_1_P6-6-G19-C12,h1930001,A46,L2/3 IT
